암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,충주시노인전문병원,28,요양병원,330000,충북,330200,충주시,,27442,충청북도 충주시 동량면 충원대로 1398-0 충주시노인전문병원,http://www.hyolife.com/,2005-03-14,6,0,0,0,5,0,0,0,0,0,0,0,1,127.931075,37.048183
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,충주현대요양병원,28,요양병원,330000,충북,330200,충주시,,27347,충청북도 충주시 연수상가3길 14-0  (연수동),,2006-01-17,3,1,0,0,2,0,0,0,0,0,0,0,0,127.9307004,36.9886053
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,치유요양병원,28,요양병원,240000,광주,240001,광주동구,,61493,광주광역시 동구 증심사길 2 (운림동),,2015-04-20,3,0,0,0,2,0,0,0,0,1,0,0,0,126.9531702,35.1334872
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,친절요양병원,28,요양병원,380000,경남,380702,창원마산합포구,,51778,경상남도 창원시 마산합포구 현동로 38 4-10층 (우산동),,2018-11-13,5,1,0,0,3,0,0,0,0,1,0,0,0,128.5529802,35.1518562
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,칠곡군립노인요양병원,28,요양병원,370000,경북,370024,칠곡군,,39912,경상북도 칠곡군 왜관읍 금남5길 58 (),http://www.chilgok8899.kr/,2009-09-03,4,0,0,0,2,0,0,0,0,2,0,0,0,128.412072,35.9253133
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjE4MzIjODEjJDEjJDIjJDgz,칠곡혜원요양병원,28,요양병원,370000,경북,370024,칠곡군,,39830,경상북도 칠곡군 약목면 관호7길 41 (),,2014-01-03,1,1,0,0,0,0,0,0,0,0,0,0,0,128.3838193,36.0032474
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,칠성요양병원,28,요양병원,230000,대구,230003,대구북구,,41583,"대구광역시 북구 신암로 27 2,4층일부,5-7층 (칠성동1가)",,2016-09-08,5,1,0,0,3,0,0,0,0,1,0,0,0,128.6054141,35.8752209
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,침산요양병원,28,요양병원,230000,대구,230003,대구북구,,41590,"대구광역시 북구 침산남로 92 3~4층, 7~11층 (침산동)",,2018-06-14,4,0,0,0,2,0,0,0,0,2,0,0,0,128.5858407,35.889035
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,카네이션요양병원,28,요양병원,310000,경기,310800,의정부시,,11775,"경기도 의정부시 장곡로 626 금오종합상가 A동 401~410, 601~610호, B동 603,605호 (신곡동)",,2007-03-02,2,1,0,0,1,0,0,0,0,0,0,0,0,127.0722878,37.7504656
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,카리스요양병원,28,요양병원,310000,경기,310403,성남분당구,,13587,경기도 성남시 분당구 불정로386번길 8 1층일부~4층 (서현동),http://www.karishospital.co.kr/,2012-06-05,4,0,0,0,4,0,0,0,0,0,0,0,0,127.1374295,37.3740115
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjNjEjJDEjJDAjJDgz,케어스힐요양병원,28,요양병원,310000,경기,312001,용인기흥구,,17074,경기도 용인시 기흥구 민속촌로 28 (보라동),,2015-02-26,3,0,0,0,2,0,0,0,0,1,0,0,0,127.1078656,37.2547845
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,큰나무요양병원,28,요양병원,310000,경기,312200,파주시,,10910,경기도 파주시 운정로 146-95 (상지석동),http://www.keunnamu.com,2014-07-09,3,0,0,0,2,0,0,0,0,1,0,0,0,126.7790174,37.7184829
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,큰사랑요양병원,28,요양병원,110000,서울,110001,강남구,,6313,"서울특별시 강남구 논현로2길 30 (개포동, 지하2층~1층, 지상1층~6층)",,2017-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0527492,37.4730167
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,큰사랑요양병원,28,요양병원,210000,부산,210010,부산사하구,,49419,부산광역시 사하구 하신중앙로 174 (신평동),,2016-03-04,6,0,0,0,4,0,0,0,0,2,0,0,0,128.9629934,35.0942792
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,큰사랑요양병원,28,요양병원,310000,경기,310300,부천시,,14577,"경기도 부천시 부흥로373번길 78 601,701호 (심곡동)",http://biglovehospital.co.kr/,2012-07-31,6,0,0,0,5,0,0,0,0,1,0,0,0,126.7847989,37.4949922
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,큰사랑요양병원,28,요양병원,340000,충남,340201,천안서북구,,31139,충청남도 천안시 서북구 도원4길 7 (성정동),,2008-05-22,3,1,0,0,2,0,0,0,0,0,0,0,0,127.1329906,36.81974
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,큰사랑요양병원,28,요양병원,370000,경북,370200,구미시,,39224,경상북도 구미시 산업로 168-8 (원평동),,2014-05-13,5,0,0,0,4,0,0,0,0,1,0,0,0,128.3394091,36.1287933
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,큰사랑요양병원,28,요양병원,380000,경남,380701,창원마산회원구,,51310,경상남도 창원시 마산회원구 북성로 469 (두척동),,2010-11-11,8,0,0,0,5,0,0,0,0,3,0,0,0,128.5469175,35.2362868
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,큰우리요양병원,28,요양병원,250000,대전,250001,대전유성구,,34159,대전광역시 유성구 학하서로 99-0  (덕명동),,2011-02-16,4,1,0,0,2,0,0,0,0,1,0,0,0,127.2987341,36.346392
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNzEjJDEjJDgjJDgz,탑요양병원,28,요양병원,310000,경기,310100,광명시,,14200,경기도 광명시 목감로 256 지하1~지상7층 (광명동),,2018-07-25,5,0,0,0,3,0,0,0,0,2,0,0,0,126.8559833,37.4850402
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,탑요양병원,28,요양병원,360000,전남,360700,광양시,,57761,전라남도 광양시 광양읍 대림오성로 63-0 (),,2021-07-29,2,0,0,0,1,0,0,0,0,1,0,0,0,127.5701494,34.9675375
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,태종대요양병원,28,요양병원,210000,부산,210007,부산영도구,,49126,부산광역시 영도구 태종로 820-23 (동삼동),,2008-08-12,4,0,0,0,2,0,0,0,0,1,0,0,1,129.0803817,35.0632112
JDQ4MTYyMiM3MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,태평요양병원,28,요양병원,240000,광주,240001,광주동구,,61423,광주광역시 동구 구성로 268  (계림동),,2012-06-05,5,0,0,0,4,0,0,0,0,1,0,0,0,126.9197502,35.1578585
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,테크노요양병원,28,요양병원,250000,대전,250001,대전유성구,용산동,34028,대전광역시 유성구 테크노7로 31 해성빌딩 (용산동),http://www.tyoyang.com,2008-08-05,3,2,0,0,0,0,0,0,0,1,0,0,0,127.4007735,36.4245671
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,토마스요양병원,28,요양병원,320000,강원,320500,춘천시,,24416,강원도 춘천시 영서로 1925-9 춘천한방병원,,2018-05-30,4,0,0,0,2,0,0,0,0,2,0,0,0,127.7548304,37.8466972
JDQ4MTYyMiM4MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,토마토요양병원,28,요양병원,390000,제주,390200,제주시,,63213,제주특별자치도 제주시 동광로 42 (이도이동),,2013-01-31,3,0,0,0,2,0,0,0,0,1,0,0,0,126.5333157,33.5022718
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,통합요양병원,28,요양병원,340000,충남,340400,보령시,,33454,충청남도 보령시 남대천로 14 (대천동),,2003-11-06,2,0,0,0,1,0,0,0,0,1,0,0,0,126.5951859,36.3522939
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,퇴계원 서울요양병원,28,요양병원,310000,경기,311500,남양주시,,12125,경기도 남양주시 퇴계원면 도제원로 32 (),,2013-04-11,5,0,0,0,4,0,0,0,0,0,0,0,1,127.145002,37.6509605
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,투재암요양병원,28,요양병원,310000,경기,311000,구리시,,11952,"경기도 구리시 아차산로 493 D동 (교문동, 중앙하이츠티움)",http://www.투재암요양병원.com,2017-09-13,6,0,0,0,5,0,0,0,0,1,0,0,0,127.1301172,37.5990395
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,트리니티요양병원,28,요양병원,110000,서울,110001,강남구,,6087,"서울특별시 강남구 봉은사로 535 (삼성동, 트리니티재활병원빌딩, 지하1,2층, 지상1~11층)",http://trinityhosptal.co.kr,2016-04-21,4,0,0,0,3,0,0,0,0,1,0,0,0,127.0586743,37.5142582
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,튼튼요양병원,28,요양병원,250000,대전,250005,대전중구,,34815,대전광역시 중구 목중로 9 대전튼튼요양병원,,2016-09-12,7,0,0,0,6,0,0,0,0,1,0,0,0,127.4118034,36.3347942
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,파라밀요양병원,28,요양병원,310000,경기,312400,안성시,,17521,경기도 안성시 죽산면 녹배길 139 (),http://www.paramil.net/,2008-07-09,4,0,0,0,3,0,0,0,0,1,0,0,0,127.3884625,37.064725
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,파라솔요양병원,28,요양병원,110000,서울,110025,금천구,,8613,"서울특별시 금천구 시흥대로73길 67 엠타워 7,8,9,14,지하2층 (시흥동)",,2019-03-14,6,1,0,0,3,0,0,0,0,2,0,0,0,126.8957474,37.4559426
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,파주드림요양병원,28,요양병원,310000,경기,312200,파주시,,10924,경기도 파주시 시청로 6 파주드림요양병원 1동 (금촌동),,2022-06-07,4,1,0,0,2,0,0,0,0,1,0,0,0,126.7748346,37.7579969
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,파주로하스요양병원,28,요양병원,310000,경기,312200,파주시,,10884,경기도 파주시 숲속노을로 273 바이오텍홀딩스 1~7층 (문발동),,2018-03-09,4,0,0,0,3,0,0,0,0,1,0,0,0,126.7109734,37.7248412
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjEyMjIjNDEjJDEjJDQjJDgz,파주삼성요양병원,28,요양병원,310000,경기,312200,파주시,,10925,경기도 파주시 한마음2길 25 금촌그린플라자 (금촌동),http://www.samsung-care.com/,2010-07-02,3,0,0,0,2,0,0,0,0,1,0,0,0,126.772234,37.7563571
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,파주성모요양병원,28,요양병원,310000,경기,312200,파주시,,10860,경기도 파주시 탄현면 평화로574번길 17 (의)청학의료재단 파주성모병원.요양병원,,2014-02-21,4,1,0,0,3,0,0,0,0,0,0,0,0,126.7210998,37.773942
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,파티마 요양병원,28,요양병원,310000,경기,310401,성남수정구,,13345,경기도 성남시 수정구 산성대로 231 (신흥동),,2015-06-15,5,0,0,0,3,0,0,0,0,2,0,0,0,127.1431859,37.4393579
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,파티마요양병원,28,요양병원,230000,대구,230002,대구동구,,41198,"대구광역시 동구 아양로 81 호창메디타워 7~10층,13층 (신암동)",,2020-04-22,6,0,0,0,5,0,0,0,0,0,0,0,1,128.6227735,35.8833539
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,팔달요양병원,28,요양병원,230000,대구,230004,대구서구,,41715,대구광역시 서구 팔달로 152 7~12층 (비산동),,2022-07-22,2,0,0,0,1,0,0,0,0,1,0,0,0,128.5666367,35.8887627
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDIjJDgz,팔팔요양병원,28,요양병원,110000,서울,110006,도봉구,,1349,서울특별시 도봉구 시루봉로 310 화성빌딩 (도봉동),http://www.88h.kr,2022-01-28,7,0,0,0,4,0,0,0,0,1,0,0,2,127.0434819,37.6710214
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,퍼스트보람요양병원,28,요양병원,310000,경기,312200,파주시,,10945,경기도 파주시 월롱면 통일로 715-2 (),,2016-09-12,5,0,0,0,3,0,0,0,0,2,0,0,0,126.7890534,37.7729164
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,퍼스트요양병원,28,요양병원,110000,서울,110006,도봉구,,1365,서울특별시 도봉구 삼양로 616 2-5층 (쌍문동),,2007-05-22,5,0,0,0,4,0,0,0,0,1,0,0,0,127.0140771,37.6580406
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNzEjJDEjJDgjJDgz,편안한요양병원,28,요양병원,110000,서울,110023,광진구,,5112,서울특별시 광진구 자양로 38 편안한요양병원 (자양동),,2019-07-01,5,0,0,0,4,0,0,0,0,0,0,0,1,127.0864533,37.5316116
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,평거요양병원,28,요양병원,210000,부산,210100,부산기장군,,46073,부산광역시 기장군 기장읍 대청로36번길 11-33 (),,2011-01-24,6,0,0,0,3,0,0,0,0,3,0,0,0,129.216138,35.2372994
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEwMDIjNjEjJDEjJDQjJDgz,평심요양병원,28,요양병원,380000,경남,381100,양산시,,50502,경상남도 양산시 하북면 신평로 37 2~6층,,2016-06-21,5,0,0,0,4,0,0,0,0,1,0,0,0,129.0864777,35.4916235
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNDEjJDEjJDQjJDgz,평택삼성요양병원,28,요양병원,310000,경기,311200,평택시,,17854,경기도 평택시 비전2로 194 소사벌 어반테라스 1동 5층~9층층 (비전동),,2020-02-03,6,1,0,0,4,0,0,0,0,1,0,0,0,127.1121155,37.0007641
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,평택제니스요양병원,28,요양병원,310000,경기,311200,평택시,,17885,경기도 평택시 평택5로 94 1~8층 (비전동),,2019-07-01,6,0,0,0,5,0,0,0,0,1,0,0,0,127.1119277,36.9942833
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,평화요양병원,28,요양병원,250000,대전,250005,대전중구,,34800,대전광역시 중구 대전천서로 745 (중촌동),,2012-09-13,5,0,0,0,4,0,0,0,0,1,0,0,0,127.4084895,36.3473336
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjODEjJDEjJDIjJDgz,평화요양병원,28,요양병원,260000,울산,260100,울산울주군,,44945,"울산광역시 울주군 언양읍 읍성로 11, 평화요양병원(별관 방천1길 11 평화요양병원(별관 방천1길 13)",,2006-02-09,8,2,0,0,5,0,0,0,0,1,0,0,0,129.1170168,35.5657262
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,포근한맘요양병원,28,요양병원,110000,서울,110006,도봉구,쌍문동,1366,서울특별시 도봉구 삼양로 606-606 (쌍문동),,2012-12-28,3,0,0,0,2,0,0,0,0,1,0,0,0,127.0138387,37.657077
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,포도나무요양병원,28,요양병원,350000,전북,350402,전주덕진구,,54910,전라북도 전주시 덕진구 백제대로 822 (우아동3가),,2017-07-24,5,0,0,0,4,0,0,0,0,1,0,0,0,127.1583797,35.8482248
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz,포레힐요양병원,28,요양병원,110000,서울,110018,송파구,,5641,서울특별시 송파구 오금로 173 (방이동),,2005-10-20,2,0,0,0,1,0,0,0,0,1,0,0,0,127.1138182,37.5097332
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,포브스요양병원,28,요양병원,310000,경기,312003,용인처인구,,17154,경기도 용인시 처인구 금령로 132 (마평동),,2011-02-10,5,0,0,0,4,0,0,0,0,1,0,0,0,127.2108545,37.2349489
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,포천새맘요양병원,28,요양병원,310000,경기,312800,포천시,,11188,경기도 포천시 내촌면 금강로2536번길 112-12 (),http://www.pocheonhospital.com/,2004-11-05,2,0,0,0,1,0,0,0,0,1,0,0,0,127.2485766,37.7945796
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,포천힐링요양병원,28,요양병원,310000,경기,312800,포천시,,11136,경기도 포천시 신북면 포천로 1881 (),,2012-03-02,4,0,0,0,2,0,0,0,0,2,0,0,0,127.1873777,37.9198012
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,포항이요양병원,28,요양병원,370000,경북,370702,포항북구,,37751,경상북도 포항시 북구 중흥로 227  (죽도동),http://www.peh.co.kr/,2004-07-07,4,0,0,0,3,0,0,0,0,1,0,0,0,129.3583131,36.0239142
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,포항휴요양병원,28,요양병원,370000,경북,370702,포항북구,,37594,경상북도 포항시 북구 새천년대로 1359  (장성동),,2017-04-07,4,0,0,0,3,0,0,0,0,1,0,0,0,129.3956906,36.0767213
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDIjJDgz,푸르메재단 넥슨어린이재활병원,28,요양병원,110000,서울,110009,마포구,,3918,"서울특별시 마포구 월드컵북로 494 지하1층~7층 (상암동, 푸르메재단넥슨어린이재활병원)",http://www.purmehospital.org,2016-03-23,7,0,0,0,6,0,0,0,1,0,0,0,0,126.8805264,37.5846589
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,푸른숲요양병원,28,요양병원,210000,부산,210011,부산금정구,,46229,"부산광역시 금정구 금강로 592 지1,1,3-7층 (구서동)",http://purunhospi.co.kr,2012-06-12,5,1,0,0,3,0,0,0,0,1,0,0,0,129.0879942,35.2603274
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,푸른요양병원,28,요양병원,250000,대전,250003,대전서구,월평동,35223,대전광역시 서구 월평중로 24  (월평동),,2011-01-10,3,0,0,0,2,0,0,0,0,1,0,0,0,127.3641693,36.3568006
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,푸른요양병원,28,요양병원,380000,경남,380705,창원성산구,,51409,경상남도 창원시 성산구 창원천로94번길 82-18 푸른요양병원 (대원동),http://www.pureunhospital.com,2008-03-28,16,1,0,0,11,0,0,0,0,4,0,0,0,128.6584382,35.2372428
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,풍경요양병원,28,요양병원,380000,경남,381100,양산시,,50503,"경상남도 양산시 하북면 양산대로 2634 지하1, 1~4층",,2020-10-12,2,1,0,0,1,0,0,0,0,0,0,0,0,129.0917895,35.4937097
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,프라임요양병원,28,요양병원,310000,경기,310300,부천시,,14484,경기도 부천시 성곡로 43 (여월동),,2014-08-28,4,1,0,0,2,0,0,0,0,1,0,0,0,126.7993818,37.5180932
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,프라임요양병원,28,요양병원,230000,대구,230003,대구북구,,41570,대구광역시 북구 신암로 111 4~8층 (대현동),,2018-09-07,6,0,0,0,3,0,0,0,0,3,0,0,0,128.6112808,35.8807575
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,프라임요양병원,28,요양병원,380000,경남,380014,창녕군,,50315,경상남도 창녕군 고암면 상대2길 16 더케이서드에이지,,2018-03-16,3,0,0,0,2,0,0,0,0,1,0,0,0,128.5126645,35.5781336
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,플러스요양병원,28,요양병원,110000,서울,110012,성북구,,2708,서울특별시 성북구 솔샘로1길 19 그린존 1층~6층 (정릉동),,2022-06-27,3,0,0,0,2,0,0,0,0,1,0,0,0,127.003965,37.6083346
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,필립요양병원,28,요양병원,310000,경기,311500,남양주시,,12218,경기도 남양주시 경춘로1308번길 2 3~7층 (평내동),,2017-09-19,3,1,0,0,2,0,0,0,0,0,0,0,0,127.2380164,37.650066
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,하나노인전문병원,28,요양병원,330000,충북,330104,청주서원구,,28386,충청북도 청주시 서원구 대림로 431-0 하나노인전문병원,,2005-01-25,4,0,0,0,4,0,0,0,0,0,0,0,0,127.4405833,36.6099595
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,하나요양병원,28,요양병원,370000,경북,370701,포항남구,,37821,경상북도 포항시 남구 포스코대로 382  (대도동),,2017-05-11,5,0,0,0,3,0,0,0,0,2,0,0,0,129.3642434,36.015437
