암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,가톨릭대학교인천성모병원,1,상급종합,220000,인천,220003,인천부평구,,,인천광역시 부평구 동수로 56-  (부평동),http://www.cmcism.or.kr/,1981-08-06,322,0,24,65,230,1,0,0,2,0,0,0,0,126.7248987,37.4848309
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,강릉아산병원,1,상급종합,320000,강원,320100,강릉시,,25440,강원도 강릉시 사천면 방동길 38 (),http://www.gnah.co.kr,1996-07-30,203,5,0,36,160,0,0,0,2,0,0,0,0,128.8578411,37.8184325
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,강북삼성병원,1,상급종합,110000,서울,110016,종로구,,3181,서울특별시 종로구 새문안로 29 (평동),http://www.kbsmc.co.kr,1979-03-24,410,4,25,132,241,3,0,0,5,0,0,0,0,126.96775,37.5684083
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,건국대학교병원,1,상급종합,110000,서울,110023,광진구,,5030,서울특별시 광진구 능동로 120-1 (화양동),http://www.kuh.ac.kr,1982-11-16,421,1,37,149,231,0,0,0,3,0,0,0,0,127.0718276,37.5403764
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,경북대학교병원,1,상급종합,230000,대구,230006,대구중구,,41944,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",http://knumc.knu.ac.kr,1910-09-07,477,4,63,192,217,0,0,0,1,0,0,0,0,128.604125,35.866774
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,경상국립대학교병원,1,상급종합,380000,경남,380500,진주시,,52727,경상남도 진주시 강남로 79 (칠암동),http://www.gnuh.co.kr/,1986-10-13,326,0,37,106,181,1,0,0,1,0,0,0,0,128.0956717,35.1763252
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,경희대학교병원,1,상급종합,110000,서울,110007,동대문구,,2447,서울특별시 동대문구 경희대로 23 (회기동),http://www.khuh.or.kr/,1971-10-05,468,2,69,161,236,0,0,0,0,0,0,0,0,127.051852,37.5941195
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,계명대학교동산병원,1,상급종합,230000,대구,230007,대구달서구,,42601,대구광역시 달서구 달구벌대로 1035 (신당동),http://www.dsmc.or.kr/,1968-04-06,419,1,45,134,235,3,0,0,1,0,0,0,0,128.4801315,35.8538856
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,고려대학교의과대학부속구로병원,1,상급종합,110000,서울,110005,구로구,,8308,서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동),http://guro.kumc.or.kr/main/index.do,1983-08-31,541,1,35,162,311,0,6,16,10,0,0,0,0,126.8848701,37.492052
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,고려대학교의과대학부속안산병원,1,상급종합,310000,경기,311101,안산단원구,,15355,경기도 안산시 단원구 적금로 123 (고잔동),http://ansan.kumc.or.kr/main/index.do,1986-01-01,376,7,26,103,236,0,0,0,4,0,0,0,0,126.8249033,37.3185144
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,단국대학교의과대학부속병원,1,상급종합,340000,충남,340202,천안동남구,,31116,충청남도 천안시 동남구 망향로 201  (안서동),http://www.dkuh.co.kr/main/default.asp,1994-04-25,346,0,24,108,214,0,0,0,0,0,0,0,0,127.172575,36.8415904
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대구가톨릭대학교병원,1,상급종합,230000,대구,230001,대구남구,,42472,대구광역시 남구 두류공원로17길 33 (대명동),http://www.dcmc.co.kr/,1980-08-12,320,0,23,101,186,5,0,0,5,0,0,0,0,128.5679969,35.8436078
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,동아대학교병원,1,상급종합,210000,부산,210006,부산서구,동대신동3가,49201,부산광역시 서구 대신공원로 26 (동대신동3가),http://www.damc.or.kr,1990-03-03,329,0,24,100,191,3,0,5,6,0,0,0,0,129.0175391,35.1201682
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부산대학교병원,1,상급종합,210000,부산,210006,부산서구,,49241,부산광역시 서구 구덕로 179 (아미동1가),,1981-08-27,534,0,55,183,280,2,3,3,7,0,0,0,1,129.0188032,35.1008477
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,분당서울대학교병원,1,상급종합,310000,경기,310403,성남분당구,,13620,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",http://www.snubh.org/index.do,2003-04-15,787,4,0,211,547,2,3,10,10,0,0,0,0,127.1232509,37.3519807
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,삼성서울병원,1,상급종합,110000,서울,110001,강남구,,6351,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",http://www.samsunghospital.com,1994-06-13,1369,19,123,388,822,0,0,3,14,0,0,0,0,127.0851508,37.4882977
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울대학교병원,1,상급종합,110000,서울,110016,종로구,,3080,서울특별시 종로구 대학로 101 (연건동),http://www.snuh.org,1981-07-09,1580,14,182,553,830,0,0,0,1,0,0,0,0,126.9990168,37.5797151
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,순천향대학교부속 천안병원,1,상급종합,340000,충남,340202,천안동남구,,31151,"충청남도 천안시 동남구 순천향6길 31  5동 (봉명동,순천향대학교병원)",http://www.schmc.ac.kr/cheonan/kor/index.do,1982-06-25,314,2,27,84,198,1,0,0,2,0,0,0,0,127.1358588,36.8027381
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,순천향대학교부속부천병원,1,상급종합,310000,경기,310300,부천시,,14584,경기도 부천시 조마루로 170 (중동),http://www.schmc.ac.kr/bucheon/kor/index.do,2001-01-29,361,0,26,100,227,1,0,0,7,0,0,0,0,126.7629626,37.4986998
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,아주대학교병원,1,상급종합,310000,경기,310604,수원영통구,,16499,경기도 수원시 영통구 월드컵로 164 (원천동),http://hosp.ajoumc.or.kr/,1994-04-25,670,11,58,173,398,3,4,13,10,0,0,0,0,127.0476764,37.2793927
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,양산부산대학교병원,1,상급종합,380000,경남,381100,양산시,,50612,경상남도 양산시 물금읍 금오로 20 (),https://www.pnuyh.or.kr,2008-10-24,454,0,37,117,298,1,0,0,1,0,0,0,0,129.0057274,35.3281501
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,연세대학교 원주세브란스기독병원,1,상급종합,320000,강원,320400,원주시,,26426,강원도 원주시 일산로 20-0  (일산동),http://wch.or.kr/,1977-05-01,413,11,42,112,219,0,7,12,10,0,0,0,0,127.9456639,37.3490013
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,연세대학교의과대학 강남세브란스병원,1,상급종합,110000,서울,110001,강남구,,6273,서울특별시 강남구 언주로 211 강남세브란스병원 (도곡동),http://gs.iseverance.com,1983-04-04,598,1,33,184,326,0,10,30,14,0,0,0,0,127.0462683,37.4929296
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,연세대학교의과대학세브란스병원,1,상급종합,110000,서울,110010,서대문구,,3722,서울특별시 서대문구 연세로 50-1 (신촌동),http://www.yuhs.or.kr,1974-03-25,1237,8,145,223,860,1,0,0,0,0,0,0,0,126.9408265,37.5623446
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,영남대학교병원,1,상급종합,230000,대구,230001,대구남구,,42415,대구광역시 남구 현충로 170 (대명동),http://www.yumc.ac.kr,1983-03-14,394,1,38,122,230,0,0,0,3,0,0,0,0,128.58205,35.848107
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,원광대학교병원,1,상급종합,350000,전북,350300,익산시,,54538,전라북도 익산시 무왕로 895 (신동),http://www.wkuh.org/,1981-10-27,297,1,33,93,167,1,0,1,1,0,0,0,0,126.9595793,35.9646389
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인 길의료재단 길병원,1,상급종합,220000,인천,220006,인천남동구,,21565,인천광역시 남동구 남동대로774번길 21-0 의료법인길의료재단길병원,http://www.gilhospital.com/,1987-02-17,515,4,56,149,290,3,3,3,7,0,0,0,0,126.7092258,37.452171
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,1,상급종합,110000,서울,110020,양천구,,7985,서울특별시 양천구 안양천로 1071 (목동),http://www.eumc.ac.kr/mokdong/,1993-07-30,371,0,36,118,195,0,2,13,7,0,0,0,0,126.8862379,37.5362859
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,인제대학교부산백병원,1,상급종합,210000,부산,210004,부산진구,,47392,"부산광역시 부산진구 복지로 75, 진사로83번길 75 진사로83번길 81, 1층(일부), 3층 (개금동)",,1979-06-01,365,3,37,114,206,1,0,0,4,0,0,0,0,129.0208609,35.1455173
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,인하대학교의과대학부속병원,1,상급종합,220000,인천,220004,인천중구,신흥동3가,22332,인천광역시 중구 인항로 27 (신흥동3가),http://www.inha.com/mainpage/index.htm,1996-03-22,402,1,43,125,229,1,0,0,3,0,0,0,0,126.6340955,37.4586786
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,1,상급종합,110000,서울,110018,송파구,,5505,서울특별시 송파구 올림픽로43길 88 서울아산병원 (풍납동),http://www.amc.seoul.kr,1989-05-20,1689,14,133,447,1056,2,0,20,17,0,0,0,0,127.107935,37.5265762
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,전남대학교병원,1,상급종합,240000,광주,240001,광주동구,,61469,광주광역시 동구 제봉로 42  (학동),http://www.cnuh.com/,1983-04-15,496,0,49,158,275,0,0,8,6,0,0,0,0,126.9215805,35.1418094
JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,전북대학교병원,1,상급종합,350000,전북,350402,전주덕진구,,54907,전라북도 전주시 덕진구 건지로 20  (금암동),http://www.cuh.co.kr/,1983-01-28,428,1,47,134,243,0,0,0,3,0,0,0,0,127.1411626,35.8470974
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,조선대학교병원,1,상급종합,240000,광주,240001,광주동구,,61453,광주광역시 동구 필문대로 365  (학동),http://hosp.chosun.ac.kr,1983-04-15,316,0,33,112,167,0,0,1,3,0,0,0,0,126.9261468,35.1390538
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,1,상급종합,110000,서울,110008,동작구,,6973,서울특별시 동작구 흑석로 102 (흑석동),http://ch.cauhs.or.kr/,2004-12-01,395,0,40,134,209,3,0,1,8,0,0,0,0,126.9607839,37.5067481
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,충남대학교병원,1,상급종합,250000,대전,250005,대전중구,,0,대전광역시 중구 문화로 282-  (대사동),http://www.cnuh.co.kr/,1984-11-05,487,1,55,150,278,0,0,0,3,0,0,0,0,127.415363,36.316908
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,충북대학교병원,1,상급종합,330000,충북,330104,청주서원구,,28644,충청북도 청주시 서원구 1순환로 776-0 충북대학교병원,http://www.cbnuh.or.kr/business/main.action,1991-05-31,333,3,27,100,199,0,0,0,4,0,0,0,0,127.4614843,36.6242237
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,칠곡경북대학교병원,1,상급종합,230000,대구,230003,대구북구,,41404,대구광역시 북구 호국로 807 칠곡경북대학교병원(임살실습동 1~11층 포함) (학정동),http://www.knumc.org,2010-10-29,231,1,0,20,208,0,0,0,2,0,0,0,0,128.5646727,35.9564207
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),1,상급종합,110000,서울,110012,성북구,,2841,서울특별시 성북구 고려대로 73 고려대병원 (안암동5가),http://anam.kumc.or.kr/main/index.do,1974-03-25,566,4,41,158,340,0,4,11,8,0,0,0,0,127.0263537,37.5870165
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,학교법인 울산공업학원 울산대학교병원,1,상급종합,260000,울산,260002,울산동구,,44033,울산광역시 동구 대학병원로 25 울산대학교병원 (전하동),http://www.uuh.ulsan.kr/main/main.asp,1987-07-01,368,3,28,90,228,4,3,4,8,0,0,0,0,129.4289116,35.5200702
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,학교법인가톨릭학원가톨릭대학교서울성모병원,1,상급종합,110000,서울,110021,서초구,,6591,서울특별시 서초구 반포대로 222 (반포동),http://www.cmcseoul.or.kr/,1980-05-02,876,2,59,230,554,0,5,15,11,0,0,0,0,127.0051154,37.5009444
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,학교법인성균관대학삼성창원병원,1,상급종합,380000,경남,380701,창원마산회원구,,51353,"경상남도 창원시 마산회원구 팔용로 158-158 (합성동, 삼성창원병원)",http://smc.skku.edu,1981-03-11,291,1,23,69,193,3,0,0,2,0,0,0,0,128.5920245,35.2428774
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,한림대학교성심병원,1,상급종합,310000,경기,310702,안양동안구,,14068,경기도 안양시 동안구 관평로170번길 22 (평촌동),http://hallym.hallym.or.kr/,1998-12-17,382,1,36,119,207,0,3,7,9,0,0,0,0,126.9620529,37.3917575
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,1,상급종합,110000,서울,110011,성동구,,4763,서울특별시 성동구 왕십리로 222-1 (사근동),http://seoul.hyumc.com,1972-04-24,395,3,51,121,206,0,2,5,7,0,0,0,0,127.0441339,37.5596569
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,화순전남대학교병원,1,상급종합,360000,전남,360022,화순군,,58128,전라남도 화순군 화순읍 서양로 322 (),http://www.cnuhh.com/,2004-04-06,257,0,25,67,163,0,0,0,2,0,0,0,0,127.0025,35.0594333
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(의)나사렛의료재단 나사렛국제병원,11,종합병원,220000,인천,220007,인천연수구,,0,인천광역시 연수구 먼우금로 98-   (동춘동),http://www.nasaret.co.kr/,2009-12-01,52,2,0,0,45,2,0,0,0,1,0,0,2,126.6704928,37.407958
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의)성세의료재단 뉴성민병원,11,종합병원,220000,인천,220005,인천서구,,0,인천광역시 서구 신석로 70-  70,http://www.smgh.co.kr,1993-07-08,16,1,0,0,15,0,0,0,0,0,0,0,0,126.6698666,37.5097941
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(의)영문의료재단 다보스병원,11,종합병원,310000,경기,312003,용인처인구,,17063,경기도 용인시 처인구 백옥대로1082번길 18 다보스종합병원 (김량장동),http://www.davoshospital.co.kr,2008-12-24,32,0,0,0,32,0,0,0,0,0,0,0,0,127.2114648,37.2314883
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(재)미리내천주성삼성직수도회천주성삼병원,11,종합병원,230000,대구,230005,대구수성구,,42274,"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",,2003-01-24,22,1,0,0,21,0,0,0,0,0,0,0,0,128.7057102,35.8402518
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,KS병원,11,종합병원,240000,광주,240004,광주광산구,,62248,광주광역시 광산구 왕버들로 220  (수완동),http://www.kshosp.com,2011-04-22,43,0,0,0,42,0,0,0,1,0,0,0,0,126.8331484,35.1979238
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,가톨릭관동대학교 국제성모병원,11,종합병원,220000,인천,220005,인천서구,,22711,인천광역시 서구 심곡로100번길 25-0 인천국제성모병원,http://www.ish.or.kr,2014-01-17,185,0,19,28,132,1,0,0,3,0,0,0,2,126.6836103,37.5424165
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,가톨릭대학교 성빈센트병원,11,종합병원,310000,경기,310603,수원팔달구,,16247,경기도 수원시 팔달구 중부대로 93 (지동),http://www.cmcvincent.or.kr/skip.html,1967-05-23,372,0,34,92,236,5,0,0,5,0,0,0,0,127.0274271,37.2779855
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,11,종합병원,110000,서울,110013,영등포구,,7345,서울특별시 영등포구 63로 10 여의도성모병원 (여의도동),http://www.cmcsungmo.or.kr/,1986-08-20,261,0,23,78,157,0,0,0,3,0,0,0,0,126.9367517,37.5183253
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교 은평성모병원,11,종합병원,110000,서울,110015,은평구,,3312,서울특별시 은평구 통일로 1021 (진관동),,1961-05-15,279,0,15,46,215,0,0,0,3,0,0,0,0,126.9161912,37.6334945
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교부천성모병원,11,종합병원,310000,경기,310300,부천시,,14647,경기도 부천시 소사로 327 가톨릭대학교 부천성모병원 (소사동),http://www.cmcbucheon.or.kr,1983-11-08,259,1,24,72,155,1,0,0,6,0,0,0,0,126.7924167,37.4871165
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,가톨릭대학교의정부성모병원,11,종합병원,310000,경기,310800,의정부시,,11765,경기도 의정부시 천보로 271 의정부성모병원 (금오동),http://www.cmcujb.or.kr/,1971-12-30,280,0,31,74,172,0,0,0,3,0,0,0,0,127.0777625,37.7587045
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,강남병원,11,종합병원,310000,경기,312001,용인기흥구,,17064,경기도 용인시 기흥구 중부대로 411 강남병원 (신갈동),http://www.knmc.or.kr,2000-07-01,36,0,0,0,36,0,0,0,0,0,0,0,0,127.1115072,37.2737515
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,강동경희대학교의대병원,11,종합병원,110000,서울,110002,강동구,,5278,서울특별시 강동구 동남로 892 (상일동),http://www.khnmc.or.kr,2006-02-27,292,0,23,81,187,0,0,0,1,0,0,0,0,127.1573794,37.5534484
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,11,종합병원,320000,강원,320500,춘천시,,0,강원도 춘천시 백령로 156-  (효자동),http://www.knuh.or.kr/main/main.asp,1982-07-08,251,2,20,73,155,0,0,0,1,0,0,0,0,127.744891,37.8751611
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,강원도 삼척의료원,11,종합병원,320000,강원,320700,삼척시,,25920,강원도 삼척시 오십천로 418-0 삼척의료원,http://www.ksmc.or.kr,1983-07-01,25,1,0,0,23,1,0,0,0,0,0,0,0,129.1638017,37.4403018
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,강원도 영월의료원,11,종합병원,320000,강원,320006,영월군,영월읍,26234,강원도 영월군 영월읍 중앙1로 59 (영월읍),http://www.youngwol.org/,1983-07-01,20,0,0,0,18,2,0,0,0,0,0,0,0,128.4652388,37.1864525
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,강원도 원주의료원,11,종합병원,320000,강원,320400,원주시,,26448,강원도 원주시 서원대로 387  (개운동),http://www.kwmc.or.kr,1983-07-01,37,0,0,0,35,1,0,0,1,0,0,0,0,127.949225,37.332608
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원도강릉의료원,11,종합병원,320000,강원,320100,강릉시,,25535,강원도 강릉시 경강로 2007 2007,http://www.gnmc.or.kr,1983-07-01,19,1,0,0,17,1,0,0,0,0,0,0,0,128.8888317,37.7492828
JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강원도속초의료원,11,종합병원,320000,강원,320300,속초시,영랑동,24821,강원도 속초시 영랑호반길 3 (영랑동),http://www.sokchomc.co.kr,1983-07-01,23,0,0,0,22,1,0,0,0,0,0,0,0,128.5892485,38.2164607
JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,강일병원,11,종합병원,380000,경남,380100,김해시,,50905,경상남도 김해시 가락로 359 (구산동),,2017-03-15,31,0,0,0,30,0,0,0,1,0,0,0,0,128.8696709,35.2566817
JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,건국대학교 충주병원,11,종합병원,330000,충북,330200,충주시,,27376,충청북도 충주시 국원대로 82-0 건국대학교충주병원,http://www.kuh.co.kr,1989-07-25,60,0,0,3,56,1,0,0,0,0,0,0,0,127.9288169,36.9789801
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,검단탑병원,11,종합병원,220000,인천,220005,인천서구,,0,인천광역시 서구 청마로19번길 5-  (당하동),http://www.tophospital.co.kr/,2009-01-12,42,0,0,0,38,2,0,0,2,0,0,0,0,126.6711792,37.5924835
